result,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,x,y,e,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,k,v,d
edible,x,y,e,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,v,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,v,d
edible,x,f,g,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d
edible,x,y,g,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,y,n,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,y,d
edible,x,f,g,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,v,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d
edible,f,f,g,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,k,y,d
edible,f,f,n,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,v,d
edible,x,y,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,k,v,d
poison,x,f,p,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d
edible,x,f,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,v,d
edible,f,s,n,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,a,g
edible,x,y,g,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,y,n,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,v,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,y,d
poison,x,f,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,g
edible,x,y,e,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,f,g,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,k,v,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,v,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,v,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,v,d
edible,x,y,e,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,y,d
edible,x,y,e,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,v,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d
edible,f,f,e,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,y,d
edible,x,y,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,v,d
edible,x,f,n,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d
edible,f,y,e,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,y,d
edible,x,y,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,n,y,d
edible,f,y,g,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,y,d
edible,x,s,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,k,s,g
edible,f,f,n,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d
edible,x,f,n,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,y,d
edible,x,y,n,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,y,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,y,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,y,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d
edible,f,y,n,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,y,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,y,d
poison,x,f,g,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,y,d
edible,x,f,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d
edible,x,y,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,y,d
edible,x,y,n,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,y,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,y,d
edible,f,y,g,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d
edible,x,f,g,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,v,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,v,d
poison,x,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,v,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,y,d
edible,x,f,g,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,y,d
poison,x,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,v,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,v,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,v,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,v,d
edible,x,f,g,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,k,v,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,y,d
edible,x,y,e,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,v,d
edible,x,f,g,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,y,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,y,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,k,v,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,y,d
edible,x,f,n,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,y,d
edible,f,s,g,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,s,g
edible,x,y,e,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,k,y,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,k,y,d
edible,x,f,g,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,v,d
edible,x,f,g,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,v,d
poison,x,f,w,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,n,s,d
edible,x,y,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,y,d
edible,f,f,w,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,n,s,g
edible,x,f,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d
edible,f,f,g,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,v,d
edible,x,f,g,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,y,d
edible,f,y,e,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,k,y,d
edible,x,y,n,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,v,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d
edible,f,y,e,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,v,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d
edible,x,y,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,y,g,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,v,d
edible,x,f,n,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,k,y,d
edible,f,f,n,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,s,g
edible,x,f,e,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d
edible,x,f,g,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d
edible,x,y,g,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,k,v,d
edible,x,y,g,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,k,v,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,y,d
edible,x,f,n,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,v,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,y,d
edible,x,f,g,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,f,g,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,v,d
poison,x,f,p,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,v,d
edible,f,s,n,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,s,g
edible,x,y,g,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,y,d
edible,x,f,n,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,y,d
edible,f,f,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,y,d
edible,x,f,g,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,v,d
edible,x,y,n,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,f,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,v,d
edible,f,f,g,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d
poison,x,s,p,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,k,s,d
edible,f,y,n,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,v,d
edible,x,y,e,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,v,d
edible,x,y,g,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,v,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,v,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,n,v,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,y,d
edible,f,f,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,y,d
edible,f,f,e,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,y,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d
edible,x,s,w,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,s,g
edible,x,y,n,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,k,v,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,y,d
edible,f,f,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d
poison,x,s,g,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,d
edible,f,y,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,v,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,v,d
edible,x,f,n,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,a,g
edible,x,y,e,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,y,d
poison,x,f,w,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,v,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,v,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,v,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,v,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,y,d
edible,f,y,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,v,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,y,d
edible,f,y,n,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d
poison,x,f,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,p
edible,x,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,k,v,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d
edible,x,f,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d
edible,x,f,g,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,y,d
edible,f,f,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d
edible,x,f,g,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d
edible,x,f,n,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,k,y,d
edible,f,y,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,v,d
edible,x,y,n,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,n,v,d
edible,f,f,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,y,d
edible,x,f,g,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,y,d
poison,x,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p
edible,x,f,g,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,k,v,d
edible,x,f,g,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,f,n,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,f,g,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,y,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,v,d
edible,f,y,g,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,k,v,d
edible,f,f,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,v,d
poison,x,f,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p
edible,x,f,n,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,v,d
edible,x,f,n,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,n,v,d
edible,f,f,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,y,d
edible,x,y,g,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,n,v,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,v,d
edible,x,y,e,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,y,d
edible,f,f,g,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,k,y,d
edible,x,f,g,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,v,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,f,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d
edible,x,y,n,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,v,d
edible,x,f,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,y,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,v,d
edible,x,y,e,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,y,d
edible,x,f,n,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,y,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,y,d
edible,x,f,e,t,n,f,c,b,w,t,s,s,p,g,p,w,o,p,k,v,d
edible,x,f,n,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,k,v,d
edible,x,y,n,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d
edible,x,y,e,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,y,d
edible,f,f,n,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,n,y,d
edible,x,y,n,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,y,d
